title,url,synopsis,genre,country,year
"인간의 피부, 짐승의 심장",https://pedia.watcha.com/ko-KR/contents/mOoy6v5,"집을 떠난 지 15년 만에 한 남자가 시골에 있는 가족들에게 돌아온다. 남자의 도착을 처음으로 발견한 다석 살짜리 조카 오렐라는 그를 보자마자 이 신비로운 이방인에게 끌리지만 이 침입자에 대해 좀더 신중한 태도를 보이는 오렐리의 큰 언니는 일련의 극적인 사건들이 계속 일어날 것을 예견한다. 가족간의 유대라는 대의에 사로잡힌 어른들은 쉽게 그를 받아들이고그의 어머니와 두 명의 형들까지도 앞으로 닥칠 일들을 예측하지 못한다. 그가 가족의 일원이 되면서, 이 남자의 과거에 대한 기억, 그리고 현재의 모습으로 인해 가족 내부에는 불편한 기운이 흐르다. 드디어 비극이 시작되고 어른들은 가족을 지키기 위해 최선을 다하지만 두 어린 소녀들이 공격의 대상이 되면서 가족은 마침내 폭발할 운명에 처한다.",드라마/미스터리,프랑스,1999
네네뜨와 보니,https://pedia.watcha.com/ko-KR/contents/m5QAgQ5,마르세이유 항구를 배경으로 기댈 곳 없는 사춘기 남매의 힘겨운 성장을 그린 작품. 고등학교를 중퇴한 보니는 길거리 피자 가게에서 일하며 홀로 살고 있다. 그런데 보니의 여동생 네네트가 아버지를 떠나 보니에게 갑자기 찾아온다. 네네트에게 적대적인 태도를 보이던 보니는 그녀의 사정을 알고난 후 서로의 마음을 이해하기 시작한다. 1996년 로카르노영화제 황금표범상 수상.,드라마,프랑스,1996
삼각수의 땅,https://pedia.watcha.com/ko-KR/contents/mOP3qDW,"알마티의 조그만 아파트에서 두 명의 스무살 청년들이 마리화나를 피운다. 라디오에서 나오는 음악을 타고 흰 연기가 천장으로 올라가고, 아파트 밖에선 열차가 지나간다. 마리화나에 취한 이 둘은 달콤한 백일몽에 빠져들고, 몽롱함에 빠진 주인공은 시를 읊는다.",드라마,카자흐스탄,1993
가을달,https://pedia.watcha.com/ko-KR/contents/mOVzKNO,"토키오는 휴식을 목적으로 비디오 카메라 하나만을 들고 도쿄를 떠나 홍콩으로 여행을 떠난다. 그곳에서 첫사랑을 만난 그는 호텔에서 정사를 벌인다. 또한 우연히 15세 소녀인 와이를 만난 도키오는 그녀에게 가장 맛있는 레스토랑으로 데려가 달라고 부탁하고, 그녀는 그를 자신의 집으로 초대한다. 할머니와 단 둘이 살고 있는 와이는 부모님이 있는 캐나다로 가려고 하지만, 할머니를 두고 가는 것이 걱정이 된다. 한편 와이는 도키오의 격려를 받아 좋아하는 소년에게 고백을 하고 주말 여행까지 계획하게 된다. 그러나 장을 보고 오던 할머니가 쓰러지자 병원으로 달려가는데...",코미디/드라마,"홍콩, 일본",1992
조니 수에드,https://pedia.watcha.com/ko-KR/contents/md74Bp5,"브래드 피트의 첫 주연작! 록 스타를 꿈꾸는 평범한 청년 조니 수에드(브래드 피트). 멋 부리는 것을 좋아하지만 낡아빠진 자신의 구두에 늘 불만이던 그에게 어느 날, 하늘에서 멋진 블랙 스웨이드 구두가 떨어진다. 자신의 이름과도 같은 스웨이드 구두를 신고 클럽에 간 조니는 자신이 꿈꿔오던 달렛이라는 여자를 만나고 사랑에 빠지게 되지만, 그녀는 그를 버리고 옛 애인에게 돌아가고 만다. 방황하던 조니 앞에 새로 나타난 여인은 달렛과는 정반대의 타입인 이본이다. 조니는 그녀에게 더 소중한 것이 있다는 것을 배우게 되는데....,.",코미디/드라마/음악/로맨스,"스위스, 프랑스, 미국",1991
우연한 왈츠,https://pedia.watcha.com/ko-KR/contents/mO20yk5,"디바로서 열정적인 삶을 살고자 하는 여주인공 타탸나 프로코피에프나(Tatyana Prokofievna)는 우아한 중년의 디바이지만, 그녀의 인생은 단조롭고 지루하다. 외로움과 나이듦에서 탈출하기 위해 그녀는 젊은 피보호자에게서 로맨틱한 우정을 바라게 되고 그를 자신의 집으로 데려와 하숙하게 한다. 그러는 사이 자신의 옛 연인이 그녀의 친구와 결혼하였다는 소식을 듣고 그녀는 외로움과 씁쓸함을 태평스러운 가면 속에 숨기고 관대한 여주인인 척 행동한다. 주인공으로 캐스팅 된 유명한 소비에트 극작가 알라 소콜로바(Alla Sokolova)는 빅토르 프로슈린, 알렉세이 세리브랴코프(Alexei Serebryakov)와 호흡을 맞추며 매우 인상적인 연기를 펼치고 있다. 프로슈리나의 필모그래피에 하이라이트가 되는 이 영화는 전성기를 보내고 젊음에 집착하며 젊은 사람들에게서 심리적인 생존을 찾아 위안받으려 하는 생생하고 예리하며 감상적이지 않은 한 여성의 초상을 보여주고 있다. 작가적인 자신감 있는 연출을 보이며 성숙에 대해 장르의 관습을 초월하는 보편적이며 중요한 메세지를 전달하고 있는 그녀는 우연을 믿지 않으며 인간적이고 깊이 있는 인상적인 드라마를 창조하고 있다. 로카르노 영화제 황금표범상, 마르세이유 페스티발 여우주연상, 까르띠에 특별상, 산 세바스티안, 토론토, 몬트리올, 이스탄불, 로테르담, 예테보리 영화제 상영.",로맨스,소련,1990
"먼 목소리, 조용한 삶",https://pedia.watcha.com/ko-KR/contents/mOPe6Pd,영국 리버풀을 배경으로 한 테렌스 데이비스 감독의 자전적인 영화. 남다를 것 없는 평범한 가정의 세 남매 중 장녀인 아일린은 결혼식을 준비하며 세상을 떠난 아버지를 추억한다. 기억 속의 아버지는 폭력적이고 억압적이었지만 동시에 약한 모습을 이면에 숨기고 있다. 기억의 메커니즘을 다룬 이 영화는 가족 앨범처럼 기능하는 픽션영화의 능력을 활용해 기억을 표상하는 영화의 가능성을 탐구한다.,드라마/음악,"영국, 서독",1988
산불,https://pedia.watcha.com/ko-KR/contents/md7vPpO,"스위스의 외진 산골에 한 귀머거리 소년이 누나 벨리, 엄마, 아빠와 함께 살고 있다. 그들은 자급자족으로 살아가고 있으며 이웃도 없다. 가까운 읍내에 미사를 보러가거나 시장에 갔다 오는 데만 해도 하루가 걸리는 곳이다. 어느 날 아버지는 소년을 산꼭대기로 보내 돌무더기를 치우게 한다. 벨리는 혼자 남겨진 남동생을 찾아가고 곧 두 사람은 연인이 된다. 집으로 돌아온 그들은 부모에게 그들의 사랑을 비밀로 유지하지만 곧 벨리의 임신이 밝혀지고 비극은 피할 수 없게 된다. <산불>은 1985년 로카르노 영화제에서 황금표범상 수상.",드라마,스위스,1985
천국보다 낯선,https://pedia.watcha.com/ko-KR/contents/mr5ZBV5,"영화는 '신세계(The New World)', '1년 후(One year Later)', '천국(Paradise)'이란 소제목으로 나뉘어진다. 뉴욕 빈민가의 낡은 아파트에 사는 '윌리'(존 루리)에게 어느 날 사촌 '에바'(에스터 벌린트)가 찾아온다. 갑자기 군식구를 떠맡게 된 윌리는 처음엔 그녀를 성가셔 하지만 10일이 지나 에바가 떠날 무렵이 되자 왠지 모를 아쉬움을 느낀다. 일년 후 윌리는 친구 '에디'(리처드 에드슨)와 함께 에바를 만나러 클리블랜드로 무작정 떠난다. 괴짜 로티 아주머니와 함께 사는 에바는 핫도그 가게 점원으로 무료한 일상을 보내고 있다. 세 사람은 함께 플로리다로 떠나기로 한다. 이들의 여정은 개 경주에서 윌리와 에디가 가진 돈을 거의 다 날리게 되면서 어긋나기 시작한다. 두 사람이 남은 돈을 털어 경마에서 마지막 승부를 걸고 있을 때 에바는 우연치 않게 큰 돈을 손에 넣는다. 윌리와 에디를 기다리던 에바는 결국 혼자 공항으로 떠나고, 세 사람은 뿔뿔이 흩어진다. 언제 도착했건 이방인이기는 마찬가지인 이민자들에게 미국이라는 나라는 할리우드 영화가 보여주는 화려하고 꿈같은 파라다이스와는 거리가 멀다. 신세계의 꿈을 안고 도착한 에바에게 이 거대한 나라는 뉴욕이건, 클리블랜드건, 플로리다건 간에 쓸쓸하고 황량할 뿐이다.",코미디/드라마,"미국, 서독",1984
양떼,https://pedia.watcha.com/ko-KR/contents/mdRBxLd,터키판 『로미오와 줄리엣』그 이후의 이야기. 원수의 집안으로 시집을 온 여인은 남편의 사랑에도 불구하고 계속되는 유산과 그녀를 냉대하는 집안 식구들 때문에 실어증에 걸린다. 남편은 그녀를 병원에 데려가기 위해 아버지와 양떼를 팔러 이스탄불로 향한다. 일마즈 귀니가 수감중에 쓴 각본을 바탕으로 제키 왹텐이 슬픈 사랑이야기 속에 당시 터키 사회의 갈등을 첨예하게 그려냈다. (전주국제영화제),드라마,튀르키예,1978
빅 나이트,https://pedia.watcha.com/ko-KR/contents/mdRE9Ay,"자본주의를 경멸하는 레옹은 스위스의 로잔 지역에서 여러 일을 하며 살아가고 있다. 어느 날, 레옹은 레닌주의를 표방하는 급진적인 청년들을 만나고, 이중 레아에게 사랑의 감정을 느낀다. 하지만 폭력을 사용하는 혁명의 방법을 둘러싼 견해 차이로 동료들과 갈등을 빚는다. 1976년 로카르노영화제 황금표범상 수상. (한국시네마테크협의회)",드라마,"스위스, 프랑스",1976
25명의 소방관의 거리,https://pedia.watcha.com/ko-KR/contents/mO2RXGO,이스트반 자보 감독이 나치 점령의 실제 경험을 토대로 하여 만들어진 작품.,드라마/역사/로맨스/전쟁,헝가리,1973
계몽,https://pedia.watcha.com/ko-KR/contents/mOVY4qW,진실에 대한 철학적 탐구의 열망을 지닌 태우는 젊은 과학자의 인생을 그린다. 그의 이야기는 두차원에서는 프란세츠젝의 인식을 구성한 과학적 진보와 사건들을 다큐멘터리 화면으로 보여 준다. 가족을 부양하기 위해 그는 연구를 그만두고 의학계로 뛰어든다. 그리고 의식과 물질 간의 신비로운 연결관계를 받아들이기 시작한다. 그리고 자신이 친하게 지내던 환자가 뇌수술 후 죽음을 맞자 프란세츠젝의 삶은 충격으로 흔들린다. 인생의 해답을 찾아 헤매던 그는 평안을 찾지 못하고 가족의 품으로 돌아와 연구를 다시 시작한다. 그리고 강도 높은 연구를 통해 평정을 되찾고자 노력한다.,드라마,폴란드,1973
을씨년스러운 순간들,https://pedia.watcha.com/ko-KR/contents/m5Zn2L5,<네이키드(Naked)>(1993)의 마이클 리 감독의 데뷔작.,코미디/드라마,영국,1971
"오, 태양",https://pedia.watcha.com/ko-KR/contents/mdMlRyO,"모리타니 태생의 남자는 파리에서 일할 수 있는 기회를 얻자 매우 기뻐한다. 하지만 식민지 아프리카에서 온 흑인 이민자가 꿈의 도시 파리에서 만날 수 있는 것은 단순 노동과 차별뿐이다. 모리타니에서 상당한 교육을 받았음에도 불구하고 남자는 일자리와 살 집을 구하는 데에 애를 먹는다. 모리타니 출생으로 프랑스로 이민했으며, 여러 직업을 전전하다 배우, 성우 등으로 활동하기도 했던 메드 혼도의 첫 연출작. 혼도는 프랑스에 만연한 인종 차별을 신랄하게 비판한다. [(재)영화의전당]",드라마,"프랑스, 모리타니",1967
무상,https://pedia.watcha.com/ko-KR/contents/m5DXXR5,"요시다 기쥬(吉田喜重)의「물로 쓰여진 이야기」에서 근친상간을 다루었던 이시도 토시로의 각본을 바탕으로, 일본적인 무상관(無常觀)과 에로스를 그린 작품. 비와코(琵琶湖) 근처의 오래된 가문, 히노가(家)의 장남 마사오는 아버지의 뜻과 달리 집안을 이을 생각은 없고, 불상의 매력에 푹 빠져 있었다. 어느 날, 마사오는 누나인 유리와 관계를 가진다. 얼마 지나자 유리가 아이를 가지는데, 마사오는 누나를 서생과 결혼시켜 버린다.",드라마,일본,1970
세 마리의 슬픈 호랑이,https://pedia.watcha.com/ko-KR/contents/m5eKYzO,"알레한드로 시에베킹의 연극을 각색하여 만든 라울 루이즈의 초기작. 시에베킹의 연극은 아옌데 정권 이전 더러운 지하세계에서 살아남기 위해 노력하는 무리을 제재로 한 이야기였다. 처음에는 실제 삶의 일부를 발췌한 것 같은 느낌을 주지만 점진적으로 세 주인공의 일상을 중심으로 서사가 진행된다. 호랑이로 비유된 세 명의 주인공은 불균질한 사회적 풍토와 칠레인들의 억압된 심리 상태를 비춘다. 술 취한 중산층 칠레인의 형상은 그들에게 부과된 삶의 부당함, 좌절감을 이야기하고 있다. 루이즈는 혁명 전야의 광기, 권태, 사회적 불쾌감을 프랑스의 뉴 웨이브를 연상시키는 흑백 화면으로 표현한다. 유럽 체류기에 만든 영화들과 달리 리얼리스틱한 세팅에 기초한 작품으로 일부 장면에서 정교한 디자인이 매우 인상적이다. 더욱 성숙해진 루이즈의 영화들과 공통점이 있다면 부유하는 존재의 상태를?묘사한다는 것이다. 1969년 로카르노국제영화제 황금표범상 수상작. [장병원] [제19회 전주국제영화제]",드라마,칠레,1968
샤를을 찾아라,https://pedia.watcha.com/ko-KR/contents/mWyVx6O,스위스의 유서 깊은 시계 브랜드 소유주인 샤를은 회사 운영에 피로와 허무를 느끼고 경영 일선에서 멀어지려 한다. 결국 샤를은 작은 쪽지만 남겨둔 채 사라진 뒤 어느 젊은 커플과 함께 소박하고 자유로운 시간을 보낸다. 그러나 샤를의 가족들은 어떻게든 샤를을 찾아내려 한다. 68혁명의 새로운 바람에 관한 알랭 타네의 질문과 고민이 담긴 작품. 1969년 로카르노영화제 황금표범상 수상. (한국시네마테크협의회),드라마,스위스,1969
고뇌하는 땅,https://pedia.watcha.com/ko-KR/contents/mOAXraW,"가상의 라틴아메리카 국가 '엘도라도'는 쿠데타와 대중 정치 사이에서 흔들린다. 시인 겸 언론인 파울루는 권력자들을 움직여 변화를 이루려 하지만 점차 절망에 빠진다. <고뇌하는 땅>은 1964년 군사 쿠데타 전후 브라질의 정치적 혼돈을 상징적으로 그려낸 작품이다. 글라우벨 호샤는 브레히트적 연출과 강렬한 알레고리를 통해 권력 투쟁에 휘말린 브라질 사회의 전형적 인물들을 하나의 거대한 연극처럼 무대 위에 올린다. 현실적 토대 위에서 만들어진 이 영화는 동시에 라틴아메리카 전역의 군사 쿠데타와 정치적 불안정의 맥락과도 깊이 공명한다. 주인공 파울루는 군사 독재에 의해 짓밟힌 유토피아적 이상을 체현하며, 좌파 지식인들의 좌절을 드러내는데, 이는 감독 자신에 대한 날카로운 자기비판으로 이어져 당시 브라질 문화계에 뜨거운 논쟁을 불러일으켰다. 영화의 절정인 카니발적 장면은 대중의 몸짓과 목소리, 상징이 혼돈 속에서 폭발적으로 뒤엉키며, 변화의 문턱에 선 사회의 초상을 잊을 수 없는 이미지로 새긴다. [시네마테크KOFA - 영화와 공간: 브라질]",드라마,브라질,1967
블랙 피터,https://pedia.watcha.com/ko-KR/contents/mOAebVO,는 트위스트와 비키니가 철의 장막을 넘어 동유럽으로 건너온 1960년대 초의 라이프 스타일과 영화적 스타일을 보여준다. 작은 슈퍼마켓에서 마지못해 보안요원으로 일하는 17살 소년은 어느 여름 오후 의심스러운 좀도둑을 따라 한 작은 마을을 가로질러간다. 그리고 그곳에서 인공적인 캐릭터의 드라마틱한 이야기가 아니라 비-연기자들이 보여주는 ‘실제의 삶’과 만난다. 구체제에서 살아온 어른들과 이들에게 반항하지만 아직 자신의 목소리를 갖지 못한 아이들 사이의 갈등을 보여주는 영화.,코미디/드라마,체코슬로바키아,1964
들불,https://pedia.watcha.com/ko-KR/contents/mW97q8d,"1945년 패전 말기의 필리핀 레이테 섬. 타무라 일등병은 부대와 병원에서 쫓겨나 소속 없는 군인이 되어 버린다. 밀림을 헤매던 그는 집결지를 향해 가는 병사의 무리를 만나지만, 이들은 살인을 하고 인육을 먹는 극한 상황에 빠지게 된다. 전쟁의 참혹함과 기아에 몰린 군인을 그린 이 영화는 스산한 공기와 신체의 움직임마저 느끼게 하는 아쿠타가와 야스시의 음악이 적막함을 실감나게 전하고 있다.",전쟁,일본,1959
외침,https://pedia.watcha.com/ko-KR/contents/m5ZjDK5,"억세고 무뚝뚝한 알도(스티브 코크란 분)라는 이름의 정제 공장 노동자는 이미 다른 남자와 결혼한 연인 이르마(알리다 발리 분)의 호출을 받고 서둘러 집으로 돌아간다. 이르마는 오스트레일리아에서 그녀의 남편이 죽었다는 소식을 알리고, 알도는 7년간의 기다림이 종지부를 찍게 되는 줄 알고 반색을 표한다. 그러나 알도는 이르마가 다른 사람과 사랑에 빠져 결혼을 할 수 없다는 말에 아연실색한다. 그녀의 마음을 돌려놓을 방법을 찾지 못한 알도는 그들의 어린 딸 로시나(미르나 지라르디 분)를 데리고 집을 떠나 목적도 없는 방랑을 시작한다. 방랑 도중 알도는 과거 애인이었던 엘비아(벳시 블레어 분)를 만나게 된다. 과거 그가 매몰차게 차버렸던 엘비아가 아직도 그를 사랑하고 있다는 것을 알게 된 알도는 충격을 받지만 사랑을 포기할 수 없었던 알도는 엘비아를 떠나 또 다른 방랑길에 오르게 된다. 그렇게 많은 사람들을 만나지만 알도는 여전히 이르마를 사랑하고 있었고, 할 수 없이 그녀의 새로운 집으로 찾아가기로 한다. 어떻게든 그녀의 마음을 돌려 그의 조각난 인생을 회복시키기 위해.",드라마,"이탈리아, 미국",1957
카르멘 존스,https://pedia.watcha.com/ko-KR/contents/mdj3kN5,"군부대에서 쓰는 낙하산을 만드는 공장에서 일하고 있는 카르멘(도로시 댄드리지 분)은 같은 부대에서 일하는 조(해리 베라폰테 분)라는 상병을 짝사랑한다. 하지만 조에게는 오래 전부터 사귀던 신디 루(올가 제임스 분)라는 애인이 있다. 어느 날 신디 루가 조에게 면회를 오자 조는 그 자리에서 신디 루에게 청혼을 하고, 둘은 교목 앞에서 곧바로 식을 올리기로 약속한다. 바로 그 때, 카르멘과 동료 여직공 사이에 싸움이 일어나자 상부에서는 조에게 카르멘을 메이슨빌까지 후송하는 임무를 맡기는데...",드라마/뮤지컬/음악/로맨스,미국,1954
지옥문,https://pedia.watcha.com/ko-KR/contents/mOkK78O,노부요리는 키요모리가 없는 틈을 타서 산조성을 공격한다. 노부요리의 부하들은 키요모리의 군대를 막을 수가 없기에 키요모리의 가족만이라도 살려서 보내기 위하여 키요모리의 여동생으로 가장한 키사를 미끼로 만들고 그녀를 보호하는 임무를 모리토에게 준다. 이때의 인연을 시작으로 모리토는 그녀를 사랑하게 되지만 키사는 벌써 와타루라는 모리토 보다 계급이 높은 사무라이 남편이 있는 몸. 모리토는 충성스러운 사무라이지만 그녀를 향한 사랑 때문에 결국 이성을 잃게 되고 키사의 고모까지 인질로 잡으면서 키사를 자기 것으로 만들려고 한다. 그리고 키사를 위협하여 남편 와타루를 죽일 음모를 짜지만 자신의 남편을 너무나 사랑한 키사가 남편 대신 죽게 되고 모리토는 키사를 자기 손으로 죽인 이후 자신의 잘못을 깨닫게 되는데...,드라마/시대극,일본,1953
독일 영년,https://pedia.watcha.com/ko-KR/contents/m5GyEvO,제2차 대전 직후 폐허가 된 베를린을 무대로 세상에 내던져진 한 소년의 정신적 방황과 자살을 다룬 작품. 이 영화가 완성되기 전에 어린 나이로 사망한 로셀리니의 아들 로마노에게 헌정되었다. 주인공인 에드문트는 어린 나이에도 불구하고 생계비를 벌기 위해 거리로 나가 일거리를 찾는다. 그는 우연히 자신이 예전에 다니던 학교의 교사를 만나게 되는데 사실 그는 나치 잔당의 일원으로 결국 어린 에드문트의 삶을 치명적인 국면으로 몰고 가게 된다.,드라마/전쟁,"이탈리아, 프랑스, 독일",1948
침묵은 금,https://pedia.watcha.com/ko-KR/contents/mO8gj2W,"1900년대 파리, 영화제작자 에밀은 오랜 친구로부터 딸을 보살펴 달라는 부탁을 받는다. 시골에서 온 마들렌을 자신의 집에 머물게 한 에밀은 도시 생활의 이모저모를 가르쳐 주는데, 그러다 어느새 그녀를 사랑하게 된다. 한편, 에밀의 영화사에서 일했던 자크가 제대 후 돌아오고, 자크와 마들렌은 서로에게 이끌린다. 하지만 마들렌은 자상하게 자신을 돌봐준 에밀에게 미안함을 느낀다. 클레르가 영국과 미국을 거쳐 다시 프랑스로 돌아와 만든 작품으로, 무성영화 시대를 배경으로 한다. 프랑스에서 미국으로 건너가 뮤지컬 코미디 장르에서 활약한 스타인 유쾌한 프랑스 신사 모리스 슈발리에가 주연을 맡았다. [(재)영화의전당]",코미디/드라마/로맨스,"프랑스, 미국",1947
그리고 아무도 없었다,https://pedia.watcha.com/ko-KR/contents/m5x3xad,《그리고 아무도 없었다》는 1945년 개봉한 미국의 추리 미스터리 영화로 애거사 크리스티의 동명 소설을 최초로 영화화한 것이다. 르네 클레르 감독이 연출했다.,범죄/드라마/미스터리/스릴러,미국,1945
하이큐!! 땅 VS 하늘,https://pedia.watcha.com/ko-KR/contents/mO1j3DL,"전국 대회 출전을 향한 마지막 관문, 도쿄 대표 결정전! 네코마 고교, 후쿠로다니 학원, 노헤비 학원, 이타치야마 고교 배구팀은 마지막이 될지도 모르는 결전을 위해 최후의 승부수를 던지는데…! 전국 대회를 향한 강호팀들의 한치의 양보도 없는 뜨거운 승부가 펼쳐진다!",애니메이션/코미디/스포츠,일본,2020
인생은 아름다워,https://pedia.watcha.com/ko-KR/contents/mV539wO,"부와 명예, 어느 하나 내세울 거 없지만 남다른 재치와 순수한 마음을 지닌 남자 ‘귀도’는 여러 번의 우연이 겹쳐, 운명적 사랑 ‘도라’와 만난다. 그들 사랑의 결정체인 ‘조슈에’의 다섯 번째 생일날 갑자기 들이닥친 군인들이 목적지를 알 수 없는 기차에 ‘귀도’와 ‘조슈에’를 싣는다. 뒤늦게 이 사실을 알게 된 ‘도라’ 역시 기차에 따라 오른다. 그렇게 비참한 수용소 생활이 시작되지만 ‘귀도’는 생일 선물로 특별히 준비한 게임이라며 ‘조슈에’를 안심시킨다. 아이의 동심을 지키기 위해, 수용소 사람들도 이 거짓말에 동참하게 되는데… “1,000점을 먼저 딴 사람에게 진짜 탱크를 준대” 세상에서 가장 위대한 거짓말이 시작된다!",코미디/드라마/로맨스,이탈리아,1997
하이큐!! 콘셉트의 싸움,https://pedia.watcha.com/ko-KR/contents/mW4LYBo,봄철 고교 배구 대회의 현 대표를 가리는 결승전에 오른 ‘카라스노’ 고교는 현 내 최강의 학교로 일컬어지는 ‘시라토리자와’ 고교와 맞붙게 된다. 현 내에서는 물론 전국구 플레이어인 ‘우시지마’를 필두로 강력한 공격을 보이는 ‘시라토리자와’와 끈질긴 공격과 수비로 득점의 순간을 놓치지 않는 ‘카라스노’의 경기는 5세트 끝까지 뜨거운 접전을 벌이는데… 과연 전국 대회에 진출하게 될 팀은 누가 될 것인가?,애니메이션/스포츠,일본,2017
하이큐!! 재능과 센스,https://pedia.watcha.com/ko-KR/contents/m5ZX3Xe,"'카라스노’ 고교 배구팀은 ‘인터하이’ 예선 탈락 후, 도쿄에서의 합숙 훈련 끝에 봄철 고교 배구 대회에 참가한다.. 결승 진출을 노릴만큼 눈에 띄게 성장한 ‘카라스노’는 드디어 준결승에서 강호 ‘아오바 죠사이’ 고교와의 결전을 치르게 된다. 다시 한 번 맞붙게 된 ‘카게야마’와 ‘오이카와’, ‘카라스노’와 ‘아오바 죠사이’ 고교 사이의 경기에 모든 이들의 이목이 집중되는데... 모든 것을 내건 불꽃 같은 승부가 시작된다.",애니메이션/스포츠,일본,2017
극장판 프리! - 타임리스 메들리 - 약속,https://pedia.watcha.com/ko-KR/contents/mWLjDXN,"사메즈카 학원 수영부장 ‘린’은 최고의 라이벌인 이와토비 고교 수영부와의 승부와 수영 선수로의 미래가 걸려있는 지역대회를 앞두고 최강의 팀을 꾸리겠다는 선언을 한다. “진심으로 혼계영을 하고 싶은 녀석 중에서 뽑겠다.” 그렇게 선정된 ‘모모타로’, ‘아이이치로’, 그리고 도쿄에서 돌아온 ‘소스케’까지 힘을 모아 기적을 일으키기로 다짐한다. 하지만 지역대회가 얼마 남지 않은 때 ‘소스케’가 다쳤다는 사실을 알게 되고 사메즈카 학원 최대의 위기 상황 속에서 지역대회의 하이라이트인 이와토비 VS 사메즈카의 화려한 승부가 시작된다. “우리팀의 힘을 보여주자!” 약속할게, 끝까지 해내겠다고! 함께 그리고 싶은 꿈이 있어",애니메이션/스포츠,일본,2017
가버나움,https://pedia.watcha.com/ko-KR/contents/m5DGP37,"[2024 문화다양성 주간 / 예수정 배우] 자신을 이 세상에 태어나게 했다는 이유로 부모를 고소한 아이! 이런 시원한 고소가 없기 위해 우린 어떤 세상을 만들어 가야 할까? *추천 대사: 그들이 더 이상 아이를 낳지 못하게 해주세요. 저 뱃속에 있는 아이가 나처럼 될 거에요. 나를 세상에 태어나게 한 ""부모님을 고소하고 싶어요..."" -출생기록조차 없이 살아온 어쩌면 12살 소년 '자인'으로부터 칼로 사람을 찌르고 교도소에 갇힌 12살 소년 자인은 부모를 상대로 소송을 제기한다. 신분증도 없고, 출생증명서도 없어서 언제 태어났는지도 모르는 자인. 법정에 선 자인에게 왜 부모를 상대로 소송을 제기하는지 판사가 묻자 자인이 대답한다. ‘태어나게 했으니까요. 이 끔찍한 세상에 태어나게 한 게 그들이니까요.’",드라마,"레바논, 프랑스, 키프로스, 영국",2018
레미제라블 25주년 라이브 공연,https://pedia.watcha.com/ko-KR/contents/mO0gZ9x,"웅장한 인트로에서 마지막 무대의 감동까지 명불허전 뮤지컬 '레미제라블'의 25주년 공연 실황 1985년 오리지널 초연 이후 지금까지 최장기간 공연된 뮤지컬 『레미제라블』을 국내 최초로 극장 대형 스크린에서 상영한다. 1815년 툴롱, 죄수번호 24601은 빵을 훔친 죄로 19년째 감옥에 갇혀 중노동을 하고 있다. 그러나 드디어 가석방 허가가 떨어지고, 그는 더 이상 죄수번호가 아닌 자신의 이름 ‘장발장’으로 세상에 나온다. 뮤지컬 『레미제라블』의 25주년을 맞아 런던 O2아레나에서 열린 기념 공연의 실황영상. 최고의 배우와 제작진이 펼치는 공연 자체의 작품성도 더할 나위 없이 훌륭하지만 편집을 통해 재구성한 영상은 여러 출연자들이 마치 한 공간에 있는 듯한 신선한 느낌을 준다. 또한 1985년 초연 당시 연기했던 배우들의 앙코르 무대와 원작자들의 감사인사, 그리고 가장 『레미제라블』다운 마지막 인사는 잊을 수 없는 감동을 선사한다. (2017년 제2회 충무로뮤지컬영화제)",드라마/음악/뮤지컬,영국,2010
하이큐!! 승자와 패자,https://pedia.watcha.com/ko-KR/contents/m5Qqp4k,"드디어 시작된 인터하이 예선. 한번이라도 패배하면 탈락해버리는 상황에서, 카라스노는 상대팀을 차례로 격파하며 점점 성장해간다. 그런 카라스노를 막아선 것은 카게야마의 선배 오이카와가 이끄는 아오바죠사이 고등학교. 카라스노는 서서히 밀리기 시작하지만 카게야마는 그런 팀을 추스르며 흐름을 바꾸기 위한 승부수를 던지는데….",애니메이션/스포츠,일본,2015
포레스트 검프,https://pedia.watcha.com/ko-KR/contents/mY5QvGW,"""인생은 초콜릿 상자와 같은 거야. 네가 무엇을 고를지 아무도 모른단다…"" 불편한 다리, 남들보다 조금 떨어지는 지능을 가진 외톨이 소년 ‘포레스트 검프’. 헌신적이고 강인한 어머니의 보살핌과 콩깍지 첫사랑 소녀 ‘제니’와의 만남으로 사회의 편견과 괴롭힘 속에서도 따뜻하고 순수한 마음을 지니고 성장한다. 여느 날과 같이 또래들의 괴롭힘을 피해 도망치던 포레스트는 누구보다 빠르게 달릴 수 있는 자신의 재능을 깨닫고 늘 달리는 삶을 살아간다. 포레스트의 재능을 발견한 대학에서 그를 미식축구 선수로 발탁하고, 졸업 후에도 뛰어난 신체능력으로 군에 들어가 누구도 예상치 못한 성과를 거둬 무공훈장을 수여받는 등 탄탄한 인생 가도에 오르게 된 포레스트. 하지만 영원히 행복할 것만 같았던 시간도 잠시, 어머니가 병에 걸려 죽음을 맞이하고 첫사랑 제니 역시 그의 곁을 떠나가며 다시 한번 인생의 전환점을 맞이하게 되는데… 과연, 포레스트는 진정한 삶의 행복을 발견할 수 있을까? 진정한 삶의 가치와 의미를 제시하는 감동 바이블! 올 가을, 다시 한번 세상에서 가장 눈부신 달리기가 시작된다! “Run! Forrest Run!”",드라마/로맨스,미국,1994
